Datasheet,Image,DK Part #,Mfr Part #,Mfr,Supplier,Description,Stock,Price,@ qty,Min Qty, Package,Series,Product Status,Type,Unidirectional Channels,Voltage - Reverse Standoff (Typ),Voltage - Breakdown (Min),Voltage - Clamping (Max) @ Ipp,Current - Peak Pulse (10/1000µs),Power - Peak Pulse,Power Line Protection,Applications,Capacitance @ Frequency,Operating Temperature,Mounting Type,Package / Case,Supplier Device Package,Bidirectional Channels,Grade,Qualification,URL
https://assets.nexperia.com/documents/data-sheet/PESDXL4UF_G_W.pdf,//mm.digikey.com/Volume0/opasdata/d220001/medias/images/6152/1727%7ESOT353-1%7EGW%7E5.jpg,"1727-3827-2-ND,1727-3827-1-ND,1727-3827-6-ND","PESD3V3L4UG,115",Nexperia USA Inc.,Nexperia USA Inc.,TVS DIODE 3.3VWM 12VC 5TSSOP,"60,314",0.61,0,1,"Tape & Reel (TR),Cut Tape (CT),Digi-Reel®",-,Active,Zener,4,3.3V (Max),5.32V,12V,3A (8/20µs),30W,No,General Purpose,22pF @ 1MHz,-65°C ~ 150°C (TA),Surface Mount,"5-TSSOP, SC-70-5, SOT-353",5-TSSOP,-,Automotive,AEC-Q100,https://www.digikey.com/en/products/detail/nexperia-usa-inc/PESD3V3L4UG-115/1157441
https://www.onsemi.com/pdf/datasheet/sms05c-d.pdf,//mm.digikey.com/Volume0/opasdata/d220001/medias/images/7179/MFG_488%7E318G-02%7EDT%2CSN%7E6.jpg,"SMS05CT1GOSTR-ND,SMS05CT1GOSCT-ND,SMS05CT1GOSDKR-ND",SMS05CT1G,onsemi,onsemi,TVS DIODE 5VWM 14.5VC 6TSOP,"24,856",0.61,0,1,"Tape & Reel (TR),Cut Tape (CT),Digi-Reel®",-,Active,Zener,5,5V (Max),6.2V,14.5V,24A (8/20µs),350W,No,General Purpose,260pF @ 1MHz,-40°C ~ 150°C (TJ),Surface Mount,"SOT-23-6 Thin, TSOT-23-6",6-TSOP,-,-,-,https://www.digikey.com/en/products/detail/onsemi/SMS05CT1G/921674
https://www.littelfuse.com/assetdocs/tvs-diodes-p6smb-series-datasheet?assetguid=f5388c46-7505-4228-a009-0af00fd10435,//mm.digikey.com/Volume0/opasdata/d220001/medias/images/6166/18%7EDO214AA%28SMBJ%29%7E%7E2.jpg,"P6SMB43CALFTR-ND,P6SMB43CALFCT-ND,P6SMB43CALFDKR-ND",P6SMB43CA,Littelfuse Inc.,Littelfuse Inc.,TVS DIODE 36.8VWM 59.3V DO214AA,"15,478",0.61,0,1,"Tape & Reel (TR),Cut Tape (CT),Digi-Reel®",P6SMB,Active,Zener,-,36.8V,40.9V,59.3V,10.3A,600W,No,General Purpose,-,-55°C ~ 150°C (TJ),Surface Mount,"DO-214AA, SMB",DO-214AA (SMBJ),1,-,-,https://www.digikey.com/en/products/detail/littelfuse-inc/P6SMB43CA/1766616
https://www.littelfuse.com/assetdocs/littelfuse_tvs_diode_array_sd_datasheet.pdf?assetguid=29052267-c8b0-44bb-a4b5-aff4938da06c,//mm.digikey.com/Volume0/opasdata/d220001/medias/images/4849/568_SC-76%2CSOD-323.jpg,"F6443TR-ND,F6443CT-ND,F6443DKR-ND",SD15-01FTG,Littelfuse Inc.,Littelfuse Inc.,TVS DIODE 15VWM 30VC SOD323,"10,877",0.61,0,1,"Tape & Reel (TR),Cut Tape (CT),Digi-Reel®","SD, SPA®",Active,Zener,1,15V (Max),-,30V,12A (8/20µs),450W,No,General Purpose,100pF @ 1MHz,-40°C ~ 125°C (TJ),Surface Mount,"SC-76, SOD-323",SOD-323,-,Automotive,AEC-Q101,https://www.digikey.com/en/products/detail/littelfuse-inc/SD15-01FTG/5019597
https://www.littelfuse.com/assetdocs/littelfuse_tvs_diode_array_sd_datasheet.pdf?assetguid=29052267-c8b0-44bb-a4b5-aff4938da06c,//mm.digikey.com/Volume0/opasdata/d220001/medias/images/4849/568_SC-76%2CSOD-323.jpg,"F6445TR-ND,F6445CT-ND,F6445DKR-ND",SD24-01FTG,Littelfuse Inc.,Littelfuse Inc.,TVS DIODE 24VWM 42VC SOD323,"3,514",0.61,0,1,"Tape & Reel (TR),Cut Tape (CT),Digi-Reel®","SD, SPA®",Active,Zener,1,24V (Max),-,42V,7A (8/20µs),450W,No,General Purpose,65pF @ 1MHz,-40°C ~ 125°C (TJ),Surface Mount,"SC-76, SOD-323",SOD-323,-,Automotive,AEC-Q101,https://www.digikey.com/en/products/detail/littelfuse-inc/SD24-01FTG/5019601
https://www.diodes.com/assets/Datasheets/SMAJ5.0CAQ-SMAJ200CAQ.pdf,//mm.digikey.com/Volume0/opasdata/d220001/medias/images/5787/31%7ESMA%7E%7E2.jpg,"SMAJ30CAQ-13-FDITR-ND,SMAJ30CAQ-13-FDICT-ND,SMAJ30CAQ-13-FDIDKR-ND",SMAJ30CAQ-13-F,Diodes Incorporated,Diodes Incorporated,TVS DIODE 30VWM 48.4VC SMA,"2,966",0.61,0,1,"Tape & Reel (TR),Cut Tape (CT),Digi-Reel®",-,Active,Zener,-,30V,33.3V,48.4V,8.3A,400W,No,-,-,-55°C ~ 150°C (TJ),Surface Mount,"DO-214AC, SMA",SMA,1,Automotive,AEC-Q101,https://www.digikey.com/en/products/detail/diodes-incorporated/SMAJ30CAQ-13-F/9738904
https://www.onsemi.com/pub/Collateral/ESD8704-D.PDF,//mm.digikey.com/Volume0/opasdata/d220001/medias/images/5881/488%7E517BB%7E%7E10.jpg,"ESD8704MUTAGOSTR-ND,ESD8704MUTAGOSCT-ND,ESD8704MUTAGOSDKR-ND,2156-ESD8704MUTAG-OS-ND",ESD8704MUTAG,onsemi,"onsemi,Rochester Electronics, LLC",TVS DIODE 3.3VWM 10UDFN,0,0.62,0,1,"Tape & Reel (TR),Cut Tape (CT),Digi-Reel®,Bulk",-,Active,Zener,4,3.3V (Max),5V (Typ),-,-,-,No,General Purpose,0.3pF @ 1MHz,-55°C ~ 125°C (TJ),Surface Mount,10-UFDFN,10-UDFN (2.5x1),-,-,-,https://www.digikey.com/en/products/detail/onsemi/ESD8704MUTAG/5817202
https://www.littelfuse.com/assetdocs/pulseguard-esd-suppressors-pgb1-datasheet?assetguid=8a337998-d54d-466b-be4e-dc5bcd1f9321,//mm.digikey.com/Volume0/opasdata/d220001/medias/images/2368/0603%20Metric%201608.jpg,"F2594TR-ND,F2594CT-ND,F2594DKR-ND",PGB1010603MR,Littelfuse Inc.,Littelfuse Inc.,TVS DIODE 24VWM 150VC 603,"564,453",0.62,0,1,"Tape & Reel (TR),Cut Tape (CT),Digi-Reel®",PulseGuard® PGB,Active,Zener,-,24V,-,150V (Typ),-,-,No,General Purpose,-,-65°C ~ 125°C (TJ),Surface Mount,0603 (1608 Metric),0603 (1608 Metric),1,-,-,https://www.digikey.com/en/products/detail/littelfuse-inc/PGB1010603MR/715755
https://assets.nexperia.com/documents/data-sheet/PUSB3AB4.pdf,//mm.digikey.com/Volume0/opasdata/d220001/medias/images/6311/1727%7ESOT1176-1%7E%7E10.jpg,"1727-2741-2-ND,1727-2741-1-ND,1727-2741-6-ND",PUSB3AB4Z,Nexperia USA Inc.,Nexperia USA Inc.,TVS DIODE 3.3VWM 5VC DFN2510A-10,"218,227",0.62,0,1,"Tape & Reel (TR),Cut Tape (CT),Digi-Reel®",-,Active,Zener,-,3.3V (Max),5.5V,5V (Typ),7A (8/20µs),-,No,General Purpose,0.17pF @ 1MHz,-40°C ~ 85°C (TA),Surface Mount,10-XFDFN,DFN2510A-10,4,-,-,https://www.digikey.com/en/products/detail/nexperia-usa-inc/PUSB3AB4Z/6575997
https://www.littelfuse.com/assetdocs/pulseguard-esd-suppressors-pgb1-datasheet?assetguid=8a337998-d54d-466b-be4e-dc5bcd1f9321,//mm.digikey.com/Volume0/opasdata/d220001/medias/images/2368/0603%20Metric%201608.jpg,"F3591TR-ND,F3591CT-ND,F3591DKR-ND",PGB1010603NR,Littelfuse Inc.,Littelfuse Inc.,TVS DIODE 24VWM 150VC 603,"92,453",0.62,0,1,"Tape & Reel (TR),Cut Tape (CT),Digi-Reel®",PulseGuard® PGB,Active,Zener,-,24V,-,150V (Typ),-,-,No,General Purpose,-,-65°C ~ 125°C (TJ),Surface Mount,0603 (1608 Metric),0603 (1608 Metric),1,-,-,https://www.digikey.com/en/products/detail/littelfuse-inc/PGB1010603NR/715756
//mm.digikey.com/Volume0/opasdata/d220001/medias/docus/6464/ESDA7P60-1U1M.pdf,//mm.digikey.com/Volume0/opasdata/d220001/medias/images/6249/497%7E1610%7EM%7E2.jpg,"497-17159-2-ND,497-17159-1-ND,497-17159-6-ND",ESDA7P120-1U1M,STMicroelectronics,STMicroelectronics,TVS DIODE 5.5VWM 11.5VC 1610,"72,539",0.62,0,1,"Tape & Reel (TR),Cut Tape (CT),Digi-Reel®",ESDA,Active,Zener,1,5.5V,6.4V,11.5V,120A (8/20µs),1400W (1.4kW),No,General Purpose,-,-55°C ~ 150°C (TJ),Surface Mount,2-UDFN,1610,-,-,-,https://www.digikey.com/en/products/detail/stmicroelectronics/ESDA7P120-1U1M/6709858
https://www.littelfuse.com/assetdocs/pulseguard-esd-suppressors-pgb1-datasheet?assetguid=8a337998-d54d-466b-be4e-dc5bcd1f9321,//mm.digikey.com/Volume0/opasdata/d220001/medias/images/2368/0603%20Metric%201608.jpg,"F3801TR-ND,F3801CT-ND,F3801DKR-ND",PGB1010603MRHF,Littelfuse Inc.,Littelfuse Inc.,TVS DIODE 24VWM 150VC 603,"53,202",0.62,0,1,"Tape & Reel (TR),Cut Tape (CT),Digi-Reel®",PulseGuard® PGB,Active,Zener,-,24V,-,150V (Typ),-,-,No,General Purpose,-,-65°C ~ 125°C (TJ),Surface Mount,0603 (1608 Metric),0603 (1608 Metric),1,-,-,https://www.digikey.com/en/products/detail/littelfuse-inc/PGB1010603MRHF/2501857
https://www.diodes.com/assets/Datasheets/ds19002.pdf,//mm.digikey.com/Volume0/opasdata/d220001/medias/images/5787/31%7ESMB%7E%7E2.jpg,"SMBJ12CA-FDITR-ND,SMBJ12CA-FDICT-ND,SMBJ12CA-FDIDKR-ND",SMBJ12CA-13-F,Diodes Incorporated,Diodes Incorporated,TVS DIODE 12VWM 19.9VC SMB,"46,786",0.62,0,1,"Tape & Reel (TR),Cut Tape (CT),Digi-Reel®",SMBJ,Active,Zener,-,12V,13.3V,19.9V,30.2A,600W,No,General Purpose,-,-55°C ~ 150°C (TJ),Surface Mount,"DO-214AA, SMB",SMB,1,-,-,https://www.digikey.com/en/products/detail/diodes-incorporated/SMBJ12CA-13-F/814758
https://www.st.com/resource/en/datasheet/cd00001333.pdf,//mm.digikey.com/Volume0/opasdata/d220001/medias/images/6256/497%7ESMA%28DO214AC%29%7E%7E2.jpg,"497-2999-2-ND,497-2999-1-ND,497-2999-6-ND",SMAJ5.0A-TR,STMicroelectronics,STMicroelectronics,TVS DIODE 5VWM 13.4VC DO214AC,"42,389",0.62,0,1,"Tape & Reel (TR),Cut Tape (CT),Digi-Reel®","SMAJ, TRANSIL™",Active,Zener,1,5V,6.4V,13.4V,174A (8/20µs),400W,No,General Purpose,-,-55°C ~ 150°C (TJ),Surface Mount,"DO-214AC, SMA",DO-214AC (SMA),-,-,-,https://www.digikey.com/en/products/detail/stmicroelectronics/SMAJ5-0A-TR/634763
https://www.diodes.com/assets/Datasheets/D55V0M1B2WSQ.pdf,//mm.digikey.com/Volume0/opasdata/d220001/medias/images/5741/31%7ESOD323%7E%7E2.jpg,"D55V0M1B2WSQ-7DITR-ND,D55V0M1B2WSQ-7DICT-ND,D55V0M1B2WSQ-7DIDKR-ND",D55V0M1B2WSQ-7,Diodes Incorporated,Diodes Incorporated,TVS DIODE 55VWM 100VC SOD323,"33,723",0.62,0,1,"Tape & Reel (TR),Cut Tape (CT),Digi-Reel®",-,Active,Zener,-,55V (Max),57V,100V,2A (8/20µs),200W,No,USB,14pF @ 1MHz,-65°C ~ 150°C (TJ),Surface Mount,"SC-76, SOD-323",SOD-323,1,Automotive,AEC-Q101,https://www.digikey.com/en/products/detail/diodes-incorporated/D55V0M1B2WSQ-7/9089769
https://www.littelfuse.com/assetdocs/pulseguard-esd-suppressors-pgb1-datasheet?assetguid=8a337998-d54d-466b-be4e-dc5bcd1f9321,//mm.digikey.com/Volume0/opasdata/d220001/medias/images/2368/0603%20Metric%201608.jpg,"F4239TR-ND,F4239CT-ND,F4239DKR-ND",PGB1010603NRHF,Littelfuse Inc.,Littelfuse Inc.,TVS DIODE 24VWM 150VC 603,"27,130",0.62,0,1,"Tape & Reel (TR),Cut Tape (CT),Digi-Reel®",PulseGuard® PGB,Active,Zener,-,24V,-,150V (Typ),-,-,No,General Purpose,-,-65°C ~ 125°C (TJ),Surface Mount,0603 (1608 Metric),0603 (1608 Metric),1,-,-,https://www.digikey.com/en/products/detail/littelfuse-inc/PGB1010603NRHF/3305613
https://www.diodes.com/assets/Datasheets/ds19002.pdf,//mm.digikey.com/Volume0/opasdata/d220001/medias/images/5787/31%7ESMB%7E%7E2.jpg,"SMBJ20CA-FDITR-ND,SMBJ20CA-FDICT-ND,SMBJ20CA-FDIDKR-ND",SMBJ20CA-13-F,Diodes Incorporated,Diodes Incorporated,TVS DIODE 20VWM 32.4VC SMB,"23,465",0.62,0,1,"Tape & Reel (TR),Cut Tape (CT),Digi-Reel®",SMBJ,Active,Zener,-,20V,22.2V,32.4V,18.5A,600W,No,General Purpose,-,-55°C ~ 150°C (TJ),Surface Mount,"DO-214AA, SMB",SMB,1,-,-,https://www.digikey.com/en/products/detail/diodes-incorporated/SMBJ20CA-13-F/814639
https://www.ti.com/general/docs/suppproductinfo.tsp?distId=10&gotoUrl=https%3A%2F%2Fwww.ti.com%2Flit%2Fgpn%2Ftpd1e0b04,//mm.digikey.com/Volume0/opasdata/d220001/medias/images/6222/296%7E4211012%7EDPY%7E2.jpg,"296-47864-2-ND,296-47864-1-ND,296-47864-6-ND",TPD1E0B04DPYR,Texas Instruments,Texas Instruments,TVS DIODE 3.6VWM 19VC 2X1SON,"87,119",0.63,0,1,"Tape & Reel (TR),Cut Tape (CT),Digi-Reel®",-,Active,Zener,-,3.6V,6.7V (Typ),19V,1.7A (8/20µs),15W,No,General Purpose,0.15pF @ 1MHz,-40°C ~ 125°C (TA),Surface Mount,0402 (1006 Metric),2-X1SON (1x.60),1,-,-,https://www.digikey.com/en/products/detail/texas-instruments/TPD1E0B04DPYR/6590828
https://semtech.my.salesforce.com/sfc/p/#E0000000JelG/a/3n000000qRGP/yrY3TB2.aHyQ8RtgmOK7PEWBk8.y_My93bjKfszMCAs,//mm.digikey.com/Volume0/opasdata/d220001/medias/images/5873/MFG_RClamp-PW.jpg,"600-RCLAMP01811PW.CTR-ND,600-RCLAMP01811PW.CCT-ND,600-RCLAMP01811PW.CDKR-ND",RCLAMP01811PW.C,Semtech Corporation,Semtech Corporation,TVS DIODE 1.8VWM 2DFN,"11,230",0.63,0,1,"Tape & Reel (TR),Cut Tape (CT),Digi-Reel®",RailClamp®,Active,Zener,1,1.8V (Max),2.2V,5.8V,8A (8/20µs),45W,No,General Purpose,1.2pF @ 1MHz,-40°C ~ 85°C,Surface Mount,0402 (1006 Metric),2-DFN (1x0.6),-,-,-,https://www.digikey.com/en/products/detail/semtech-corporation/RCLAMP01811PW-C/21371829
https://www.diodes.com/assets/Datasheets/DESD32VS2SO.pdf,//mm.digikey.com/Volume0/opasdata/d220001/medias/images/4806/31%7ESOT23-3%7EF%2CN%2CSA%7E3.JPG,"DESD32VS2SO-7DITR-ND,DESD32VS2SO-7DICT-ND,DESD32VS2SO-7DIDKR-ND",DESD32VS2SO-7,Diodes Incorporated,Diodes Incorporated,TVS DIODE 32VWM 50VC SOT233,"1,698",0.63,0,1,"Tape & Reel (TR),Cut Tape (CT),Digi-Reel®",-,Active,Zener,2,32V (Max),34V,50V,4A (8/20µs),200W,No,-,36pF @ 1MHz,-65°C ~ 150°C (TJ),Surface Mount,"TO-236-3, SC-59, SOT-23-3",SOT-23-3,-,Automotive,AEC-Q101,https://www.digikey.com/en/products/detail/diodes-incorporated/DESD32VS2SO-7/4567777
https://www.littelfuse.com/assetdocs/littelfuse_tvs_diode_array_sp1003_datasheet.pdf?assetguid=12e91f0b-9a70-47f1-8c30-51aa42e84dd5,//mm.digikey.com/Volume0/opasdata/d220001/medias/images/6166/18%7ESOD882%7EE%7E2.jpg,"F4088TR-ND,F4088CT-ND,F4088DKR-ND",SP1003-01ETG,Littelfuse Inc.,Littelfuse Inc.,TVS DIODE 5VWM 12VC SOD882,"77,878",0.64,0,1,"Tape & Reel (TR),Cut Tape (CT),Digi-Reel®","SP1003, SPA®",Active,Zener,1,5V (Max),6V,12V (Typ),7A (8/20µs),-,No,-,-,-40°C ~ 125°C (TJ),Surface Mount,SOD-882,SOD-882,-,Automotive,AEC-Q101,https://www.digikey.com/en/products/detail/littelfuse-inc/SP1003-01ETG/2741734
https://www.littelfuse.com/assetdocs/tvs-diodes-sa-datasheet?assetguid=93214550-6aff-4192-8ecd-8094a6f7cc98,//mm.digikey.com/Volume0/opasdata/d220001/medias/images/6166/18%7EDO204AC%28DO15%29UNIDIRECTIONALl%7E%7E2.jpg,"SA5.0ALFTR-ND,SA5.0ALFCT-ND",SA5.0A,Littelfuse Inc.,Littelfuse Inc.,TVS DIODE 5VWM 9.2VC DO204AC,"55,600",0.64,0,1,"Tape & Reel (TR),Cut Tape (CT)",SA,Active,Zener,1,5V,6.4V,9.2V,55.4A,500W,No,General Purpose,-,-55°C ~ 175°C (TJ),Through Hole,"DO-204AC, DO-15, Axial",DO-204AC (DO-15),-,-,-,https://www.digikey.com/en/products/detail/littelfuse-inc/SA5-0A/407714
https://www.littelfuse.com/assetdocs/tvs-diodes-smf4l-datasheet?assetguid=d2ba8fab-1de3-4176-8530-f36ecb0b8799,//mm.digikey.com/Volume0/opasdata/d220001/medias/images/6166/18%7ESOD123F%7E%7E2.jpg,"18-SMF4L36CATR-ND,18-SMF4L36CACT-ND,18-SMF4L36CADKR-ND",SMF4L36CA,Littelfuse Inc.,Littelfuse Inc.,TVS DIODE 36VWM 58.1VC SOD123F,"41,759",0.64,0,1,"Tape & Reel (TR),Cut Tape (CT),Digi-Reel®",SMF4L,Active,Zener,-,36V,40V,58.1V,6.9A,400W,No,General Purpose,-,-55°C ~ 150°C (TJ),Surface Mount,SOD-123F,SOD-123F,1,-,-,https://www.digikey.com/en/products/detail/littelfuse-inc/SMF4L36CA/10710256
https://www.littelfuse.com/assetdocs/tvs-diodes-smf4l-datasheet?assetguid=d2ba8fab-1de3-4176-8530-f36ecb0b8799,//mm.digikey.com/Volume0/opasdata/d220001/medias/images/6166/18%7ESOD123F%7E%7E2.jpg,"18-SMF4L33CATR-ND,18-SMF4L33CACT-ND,18-SMF4L33CADKR-ND",SMF4L33CA,Littelfuse Inc.,Littelfuse Inc.,TVS DIODE 33VWM 53.3VC SOD123F,"40,139",0.64,0,1,"Tape & Reel (TR),Cut Tape (CT),Digi-Reel®",SMF4L,Active,Zener,-,33V,36.7V,53.3V,7.5A,400W,No,General Purpose,-,-55°C ~ 150°C (TJ),Surface Mount,SOD-123F,SOD-123F,1,-,-,https://www.digikey.com/en/products/detail/littelfuse-inc/SMF4L33CA/10710207
https://www.littelfuse.com/assetdocs/littelfuse-tvs-diode-array-aq1003-01ltg-datasheet?assetguid=244b67d5-3eca-433a-8f5b-5b0927b39abe,//mm.digikey.com/Volume0/opasdata/d220001/medias/images/6283/18%7ESOD523%7E%7E2.jpg,"AQ1003-01LTGTR-ND,AQ1003-01LTGCT-ND,AQ1003-01LTGDKR-ND",AQ1003-01LTG,Littelfuse Inc.,Littelfuse Inc.,TVS DIODE 5VWM 14VC SOD523,"29,156",0.64,0,1,"Tape & Reel (TR),Cut Tape (CT),Digi-Reel®","AQ1003, SPA®",Active,Zener,1,5V (Max),6V,14V,7A (8/20µs),-,No,-,30pF @ 1MHz,-40°C ~ 150°C (TA),Surface Mount,"SC-79, SOD-523",SOD-523,-,Automotive,AEC-Q101,https://www.digikey.com/en/products/detail/littelfuse-inc/AQ1003-01LTG/9858283
https://www.littelfuse.com/assetdocs/tv-diode-array-spa-sp3222-datasheet?assetguid=cd261880-79a7-430a-aedd-288a3092c16f,//mm.digikey.com/Volume0/opasdata/d220001/medias/images/8913/MFG_18%7ESOD883%7EE%7E3.jpg,"F10251TR-ND,F10251CT-ND,F10251DKR-ND",SP3222-02ETG,Littelfuse Inc.,Littelfuse Inc.,TVS DIODE 3.3VWM 10VC SOD883,"6,307",0.64,0,1,"Tape & Reel (TR),Cut Tape (CT),Digi-Reel®","SP3222, SPA®",Active,Zener,2,3.3V (Max),6.1V,10V (Typ),3A,30W,Yes,USB,-,-40°C ~ 125°C (TA),Surface Mount,3-UFDFN,SOD-883,-,-,-,https://www.digikey.com/en/products/detail/littelfuse-inc/SP3222-02ETG/7592841
https://www.ti.com/general/docs/suppproductinfo.tsp?distId=10&gotoUrl=https%3A%2F%2Fwww.ti.com%2Flit%2Fgpn%2Fesd321,//mm.digikey.com/Volume0/opasdata/d220001/medias/images/6222/296%7E4211012%7EDPY%7E2.jpg,"296-51108-2-ND,296-51108-1-ND,296-51108-6-ND",ESD321DPYR,Texas Instruments,Texas Instruments,TVS DIODE 3.6VWM 6.8VC 2X1SON,"735,187",0.65,0,1,"Tape & Reel (TR),Cut Tape (CT),Digi-Reel®",-,Active,Zener,1,3.6V (Max),4.5V,6.8V (Typ),6A (8/20µs),40W,No,General Purpose,0.9pF @ 1MHz,-40°C ~ 125°C (TA),Surface Mount,0402 (1006 Metric),2-X1SON (1x.60),-,-,-,https://www.digikey.com/en/products/detail/texas-instruments/ESD321DPYR/9559035
https://www.ti.com/general/docs/suppproductinfo.tsp?distId=10&gotoUrl=https%3A%2F%2Fwww.ti.com%2Flit%2Fgpn%2Ftpd1e10b09,//mm.digikey.com/Volume0/opasdata/d220001/medias/images/6222/296%7E4211012%7EDPY%7E2.jpg,"296-30405-2-ND,296-30405-1-ND,296-30405-6-ND",TPD1E10B09DPYR,Texas Instruments,Texas Instruments,TVS DIODE 9VWM 20VC 2X1SON,"134,016",0.65,0,1,"Tape & Reel (TR),Cut Tape (CT),Digi-Reel®",-,Active,Zener,-,9V (Max),9.5V,20V,4.5A (8/20µs),90W,No,General Purpose,-,-40°C ~ 125°C (TA),Surface Mount,0402 (1006 Metric),2-X1SON (1x.60),1,-,-,https://www.digikey.com/en/products/detail/texas-instruments/TPD1E10B09DPYR/3197745
https://www.diodes.com/assets/Datasheets/D5V0F4U10LP.pdf,//mm.digikey.com/Volume0/opasdata/d220001/medias/images/6296/31%7EU-DFN2510-10%7E%7E10.jpg,"31-D5V0F4U10LP-7TR-ND,31-D5V0F4U10LP-7CT-ND,31-D5V0F4U10LP-7DKR-ND",D5V0F4U10LP-7,Diodes Incorporated,Diodes Incorporated,TVS DIODE 5.5VWM 12VC UDFN251010,"106,341",0.65,0,1,"Tape & Reel (TR),Cut Tape (CT),Digi-Reel®",-,Active,Steering (Rail to Rail),4,5.5V (Max),6V,12V,1A (8/20µs),-,Yes,HDMI,0.5pF @ 1MHz,-55°C ~ 150°C (TJ),Surface Mount,10-UFDFN,U-DFN2510-10,-,-,-,https://www.digikey.com/en/products/detail/diodes-incorporated/D5V0F4U10LP-7/5306120
https://assets.nexperia.com/documents/data-sheet/IP4283CZ10_SER.pdf,//mm.digikey.com/Volume0/opasdata/d220001/medias/images/6311/1727%7ESOT1176-1%7E%7E10.jpg,"1727-1272-2-ND,1727-1272-1-ND,1727-1272-6-ND","IP4283CZ10-TBR,115",Nexperia USA Inc.,Nexperia USA Inc.,TVS DIODE 5.5VWM 9.5V DFN2510A10,"71,172",0.65,0,1,"Tape & Reel (TR),Cut Tape (CT),Digi-Reel®",-,Active,Steering (Rail to Rail),4,5.5V,6V,9.5V (Typ),3.8A (8/20µs),-,Yes,HDMI,-,-40°C ~ 85°C (TA),Surface Mount,10-XFDFN,DFN2510A-10,-,-,-,https://www.digikey.com/en/products/detail/nexperia-usa-inc/IP4283CZ10-TBR-115/3430685
https://www.aosmd.com/sites/default/files/media/AOSGreenPolicy.pdf,//mm.digikey.com/Volume0/opasdata/d220001/medias/images/6349/785%7EPO-00092%7E%7E2.jpg,"785-1645-2-ND,785-1645-1-ND,785-1645-6-ND",AOZ8131DI-05L,Alpha & Omega Semiconductor Inc.,Alpha & Omega Semiconductor Inc.,TVS DIODE 5VWM 22VC 2DFN,"48,843",0.65,0,1,"Tape & Reel (TR),Cut Tape (CT),Digi-Reel®",-,Active,Zener,-,5V (Max),6V,22V,4A (8/20µs),-,No,General Purpose,1.25pF @ 1MHz,-40°C ~ 125°C (TJ),Surface Mount,2-UDFN,2-DFN (1x0.6),1,-,-,https://www.digikey.com/en/products/detail/alpha-omega-semiconductor-inc/AOZ8131DI-05L/3152755
https://assets.nexperia.com/documents/data-sheet/PESD5V0S4UD.pdf,//mm.digikey.com/Volume0/opasdata/d220001/medias/images/8919/MFG_1727%7ESOT457%7EGV%7E6.jpg,"1727-3928-2-ND,1727-3928-1-ND,1727-3928-6-ND","PESD5V0S4UD,115",Nexperia USA Inc.,Nexperia USA Inc.,TVS DIODE 5VWM 13VC 6TSOP,"25,107",0.65,0,1,"Tape & Reel (TR),Cut Tape (CT),Digi-Reel®",-,Active,Zener,4,5V (Max),6.4V,13V,20A (8/20µs),200W,No,General Purpose,165pF @ 1MHz,-65°C ~ 150°C (TA),Surface Mount,"SC-74, SOT-457",6-TSOP,-,Automotive,AEC-Q100,https://www.digikey.com/en/products/detail/nexperia-usa-inc/PESD5V0S4UD-115/1644627
https://www.st.com/resource/en/datasheet/cd00050750.pdf,//mm.digikey.com/Volume0/opasdata/d220001/medias/images/4837/USBLC6-2P6.JPG,"497-5026-2-ND,497-5026-1-ND,497-5026-6-ND",USBLC6-2P6,STMicroelectronics,STMicroelectronics,TVS DIODE 5.25VWM 17VC SOT666,"14,898",0.65,0,1,"Tape & Reel (TR),Cut Tape (CT),Digi-Reel®",USB,Active,Steering (Rail to Rail),2,5.25V,6V,17V,5A (8/20µs),-,Yes,USB,-,-40°C ~ 150°C (TJ),Surface Mount,"SOT-563, SOT-666",SOT-666,-,-,-,https://www.digikey.com/en/products/detail/stmicroelectronics/USBLC6-2P6/1007440
https://assets.nexperia.com/documents/data-sheet/PESD3V3S4UD.pdf,//mm.digikey.com/Volume0/opasdata/d220001/medias/images/8919/MFG_1727%7ESOT457%7EGV%7E6.jpg,"1727-3927-2-ND,1727-3927-1-ND,1727-3927-6-ND","PESD3V3S4UD,115",Nexperia USA Inc.,Nexperia USA Inc.,TVS DIODE 3.3VWM 12VC 6TSOP,"1,846",0.65,0,1,"Tape & Reel (TR),Cut Tape (CT),Digi-Reel®",-,Active,Zener,4,3.3V (Max),5.3V,12V,20A (8/20µs),200W,No,General Purpose,215pF @ 1MHz,-65°C ~ 150°C (TA),Surface Mount,"SC-74, SOT-457",6-TSOP,-,Automotive,AEC-Q100,https://www.digikey.com/en/products/detail/nexperia-usa-inc/PESD3V3S4UD-115/1644626
